NUMBER,X_IMAGE,Y_IMAGE,MAG_AUTO,MAGERR_AUTO,MAG_APER,MAGERR_APER,CLASS_STAR,FLUX_AUTO,FLUXERR_AUTO,FLUX_APER,FLUXERR_APER,ALPHA_J2000,DELTA_J2000,SNR,pointing
1274,367.4722,724.9429,29.3465,0.05,29.1,0.0545,0.767,0.313326,0.01442252,0.3932113,0.01973003,214.8196994,52.790175,21.72477486597349,nircam4
1280,7582.0811,722.0374,28.853,0.0718,29.3385,0.0678,0.513,0.4936576,0.0326314,0.3156478,0.01970994,214.7555006,52.7442863,15.128299735837262,nircam4
1297,2174.4812,731.3362,30.1523,0.1062,29.9808,0.1228,0.686,0.1491673,0.01459321,0.1747011,0.0197501,214.8035322,52.7787231,10.221692143126837,nircam4
1356,1038.4274,747.7605,29.519,0.0326,29.6755,0.0926,0.762,0.2672956,0.008023948,0.2314289,0.01973003,214.8134805,52.7860333,33.312229839974044,nircam4
1359,8122.5215,738.9128,27.5405,0.0273,28.0413,0.0206,0.009,1.653487,0.04163423,1.042527,0.01976013,214.7505173,52.7409394,39.71460502572042,nircam4
1362,887.4278,749.7907,29.726,0.0409,29.4669,0.0764,0.751,0.2209105,0.008326845,0.2804396,0.01971999,214.8148047,52.787004,26.529916192747677,nircam4
1364,3180.2935,750.9135,30.176,0.098,29.8821,0.1122,0.672,0.1459491,0.0131659,0.1913259,0.01977015,214.7943687,52.7724341,11.08538725039686,nircam4
1391,178.6246,761.1166,29.8027,0.1237,29.6863,0.0934,0.363,0.2058361,0.0234465,0.2291295,0.01970994,214.8210022,52.7915703,8.77896914251594,nircam4
1419,8122.6299,764.8326,29.0817,0.0837,29.2295,0.0614,0.012,0.3998663,0.03083664,0.3490002,0.01971999,214.750244,52.7410783,12.967246107228284,nircam4
1478,8650.3184,799.1567,29.3525,0.0799,29.4036,0.072,0.493,0.3116007,0.02291234,0.2972924,0.01970994,214.7451916,52.7379062,13.599689075842974,nircam4
1524,3333.5071,816.6731,28.2466,0.0418,29.5625,0.0835,0.699,0.8628787,0.03323295,0.2568034,0.01975512,214.7923133,52.7718142,25.96455325211876,nircam4
1566,3340.1589,809.5133,27.1208,0.0277,28.8154,0.0419,0.002,2.433749,0.06211339,0.5110254,0.01971496,214.7923293,52.7717334,39.18235665449914,nircam4
1687,3744.7217,887.0469,29.817,0.1141,29.9679,0.1211,0.379,0.2031468,0.0213457,0.1767893,0.01971999,214.7879124,52.7695788,9.516989370224447,nircam4
1701,9206.4111,878.1944,30.0062,0.1069,29.7717,0.1009,0.371,0.1706553,0.01680173,0.2118029,0.0196848,214.7394177,52.7347939,10.157007641475015,nircam4
1706,167.0411,894.5557,29.8783,0.1126,29.8159,0.1054,0.48,0.1919919,0.01990497,0.2033504,0.01974007,214.8197029,52.7923631,9.645425238018444,nircam4
1716,2222.6201,893.3694,30.0766,0.1237,29.7993,0.1037,0.37,0.1599458,0.01821604,0.2064838,0.01971999,214.8014005,52.7792901,8.780492357285118,nircam4
1770,8984.7998,918.3973,29.6475,0.087,29.5924,0.0855,0.569,0.2374746,0.01901419,0.2498282,0.01965962,214.7409652,52.7364202,12.489335596204729,nircam4
1850,2935.4067,949.9876,29.9808,0.1017,29.9187,0.1156,0.69,0.1747044,0.0163536,0.1849813,0.0196848,214.7944572,52.7750635,10.68293219841503,nircam4
1866,2296.1584,938.936,26.7555,0.0195,28.092,0.0215,0.0,3.407151,0.06118957,0.9949525,0.01970994,214.8002666,52.7790681,55.68189153805134,nircam4
1869,8110.4761,949.8615,28.752,0.0617,29.336,0.0677,0.077,0.541755,0.03075624,0.3163732,0.01973505,214.748408,52.7421516,17.614474331062574,nircam4
1904,2321.6958,964.7856,27.5466,0.0303,28.8504,0.0432,0.001,1.644271,0.04593262,0.4948132,0.01969988,214.7997675,52.779045,35.797457231919275,nircam4
1915,2310.4224,976.8017,30.6203,0.1087,29.6118,0.0872,0.53,0.09693585,0.009700481,0.245414,0.01970491,214.7997416,52.7791814,9.99289107416426,nircam4
1924,2374.0535,979.2736,29.6612,0.0627,29.533,0.0812,0.334,0.2344824,0.01353684,0.2638899,0.01972501,214.7991489,52.7787902,17.321797406189333,nircam4
1935,10237.5332,984.0938,30.3227,0.0985,30.0067,0.1258,0.53,0.1275106,0.01156374,0.1705848,0.01976013,214.7291408,52.7288035,11.026761238146136,nircam4
2138,4486.8911,1050.7764,28.9894,0.0709,29.8355,0.1071,0.105,0.4353394,0.02841255,0.1997122,0.01969988,214.7795847,52.7657414,15.32208126338537,nircam4
2194,2329.2002,1075.5797,30.3573,0.1124,30.0692,0.1329,0.454,0.1235057,0.0127842,0.1610391,0.01969988,214.7985361,52.7795942,9.660807872217267,nircam4
2232,2134.0679,1082.0381,30.0271,0.1155,29.9064,0.1144,0.367,0.1674084,0.01780354,0.1870896,0.01970994,214.8002063,52.7808695,9.403096238163872,nircam4
2265,2185.6406,1090.1538,30.2259,0.0996,29.6395,0.0896,0.26,0.1393915,0.0127842,0.2392216,0.01973505,214.7996617,52.7805854,10.903419846372866,nircam4
2269,2293.7124,1078.7773,28.479,0.056,28.6724,0.0367,0.088,0.6966644,0.03595313,0.5829574,0.01969988,214.7988186,52.779837,19.377016688115887,nircam4
2274,3302.7673,1093.1827,29.6508,0.1026,29.8532,0.109,0.372,0.2367479,0.02236542,0.1964791,0.01971496,214.789681,52.7734992,10.585443957681099,nircam4
2322,2210.4973,1106.9082,30.233,0.094,29.9504,0.1195,0.582,0.1384915,0.01198438,0.1796537,0.01977015,214.7992642,52.7805176,11.55600039384599,nircam4
